org_name,Year,Month,Recetpts,Disposals
Government of Jammu and Kashmir,2017,7,284,2
Government of Jammu and Kashmir,2017,8,350,3
Government of Jammu and Kashmir,2017,10,263,1
Government of Jammu and Kashmir,2017,11,256,4
Government of Jammu and Kashmir,2017,12,216,3
Government of Jammu and Kashmir,2018,1,245,1
Government of Jammu and Kashmir,2018,2,210,1
Government of Jammu and Kashmir,2018,3,255,1
Government of Jammu and Kashmir,2018,4,297,1
Government of Jammu and Kashmir,2018,5,344,9
Government of Jammu and Kashmir,2018,6,283,6
Government of Jammu and Kashmir,2018,7,371,36
Government of Jammu and Kashmir,2018,8,275,25
Government of Jammu and Kashmir,2018,9,277,15
Government of Jammu and Kashmir,2018,10,261,20
Government of Jammu and Kashmir,2018,11,221,19
Government of Jammu and Kashmir,2018,12,260,10
Government of Jammu and Kashmir,2019,1,271,11
Government of Jammu and Kashmir,2019,2,282,351
Government of Jammu and Kashmir,2019,3,301,14
Government of Jammu and Kashmir,2019,4,218,15
Government of Jammu and Kashmir,2019,5,233,10
Government of Jammu and Kashmir,2019,6,415,12
Government of Jammu and Kashmir,2019,7,491,13
Government of Jammu and Kashmir,2019,8,296,14
Government of Jammu and Kashmir,2019,9,330,6
Government of Jammu and Kashmir,2019,10,264,18
Government of Jammu and Kashmir,2019,11,11,1
Government of Jharkhand,2016,1,417,1
Government of Jharkhand,2016,2,494,1
Government of Jharkhand,2016,3,449,2
Government of Jharkhand,2016,4,458,3
Government of Jharkhand,2016,5,469,2
Government of Jharkhand,2016,6,582,8
Government of Jharkhand,2016,7,473,3
Government of Jharkhand,2016,8,580,2
Government of Jharkhand,2016,9,570,1
Government of Jharkhand,2016,10,531,2
Government of Jharkhand,2016,11,481,2
Government of Jharkhand,2016,12,868,1
Government of Jharkhand,2017,1,707,14
Government of Jharkhand,2017,2,810,39
Government of Jharkhand,2017,3,885,54
Government of Jharkhand,2017,4,1313,54
Government of Jharkhand,2017,5,945,22
Government of Jharkhand,2017,6,940,54
Government of Jharkhand,2017,7,834,297
Government of Jharkhand,2017,8,1123,198
Government of Jharkhand,2017,9,989,334
Government of Jharkhand,2017,10,732,1265
Government of Jharkhand,2017,11,853,2162
Government of Jharkhand,2017,12,895,2035
Government of Jharkhand,2018,1,904,1929
Government of Jharkhand,2018,2,834,1785
Government of Jharkhand,2018,3,888,1215
Government of Jharkhand,2018,4,778,835
Government of Jharkhand,2018,5,992,519
Government of Jharkhand,2018,6,1260,309
Government of Jharkhand,2018,7,1357,313
Government of Jharkhand,2018,8,1134,169
Government of Jharkhand,2018,9,1078,177
Government of Jharkhand,2018,10,1075,62
Government of Jharkhand,2018,11,729,71
Government of Jharkhand,2018,12,1017,87
Government of Jharkhand,2019,1,897,115
Government of Jharkhand,2019,2,887,301
Government of Jharkhand,2019,3,824,59
Government of Jharkhand,2019,4,650,47
Government of Jharkhand,2019,5,734,40
Government of Jharkhand,2019,6,1289,41
Government of Jharkhand,2019,7,1347,87
Government of Jharkhand,2019,8,1049,85
Government of Jharkhand,2019,9,1433,48
Government of Jharkhand,2019,10,1164,35
Government of Jharkhand,2019,11,44,3
Government of Karnataka,2016,1,536,1
Government of Karnataka,2016,2,833,5
Government of Karnataka,2016,3,1151,8
Government of Karnataka,2016,4,987,4
Government of Karnataka,2016,5,956,2
Government of Karnataka,2016,6,1232,2
Government of Karnataka,2016,7,1066,4
Government of Karnataka,2016,8,1321,3
Government of Karnataka,2016,9,1195,6
Government of Karnataka,2016,10,921,8
Government of Karnataka,2016,11,1163,3
Government of Karnataka,2016,12,2318,222
Government of Karnataka,2017,1,1650,191
Government of Karnataka,2017,2,1494,2138
Government of Karnataka,2017,3,2052,3567
Government of Karnataka,2017,4,1667,2426
Government of Karnataka,2017,5,1692,1640
Government of Karnataka,2017,6,1873,1646
Government of Karnataka,2017,7,1920,758
Government of Karnataka,2017,8,1872,1126
Government of Karnataka,2017,9,1260,656
Government of Karnataka,2017,10,1126,788
Government of Karnataka,2017,11,1100,753
Government of Karnataka,2017,12,919,423
Government of Karnataka,2018,1,1113,2807
Government of Karnataka,2018,2,1112,2565
Government of Karnataka,2018,3,1536,2344
Government of Karnataka,2018,4,1220,835
Government of Karnataka,2018,5,1577,1214
Government of Karnataka,2018,6,1684,1182
Government of Karnataka,2018,7,2473,1186
Government of Karnataka,2018,8,1928,1450
Government of Karnataka,2018,9,1467,491
Government of Karnataka,2018,10,1378,206
Government of Karnataka,2018,11,1105,153
Government of Karnataka,2018,12,1143,123
Government of Karnataka,2019,1,1454,231
Government of Karnataka,2019,2,1338,181
Government of Karnataka,2019,3,1506,72
Government of Karnataka,2019,4,1174,96
Government of Karnataka,2019,5,1008,67
Government of Karnataka,2019,6,2731,68
Government of Karnataka,2019,7,3269,107
Government of Karnataka,2019,8,2151,86
Government of Karnataka,2019,9,2903,108
Government of Karnataka,2019,10,2635,102
Government of Karnataka,2019,11,85,7
Government of Kerala,2016,1,275,2
Government of Kerala,2016,2,314,22
Government of Kerala,2016,3,443,47
Government of Kerala,2016,4,422,84
Government of Kerala,2016,5,492,121
Government of Kerala,2016,6,519,74
Government of Kerala,2016,7,500,35
Government of Kerala,2016,8,453,422
Government of Kerala,2016,9,404,34
Government of Kerala,2016,10,451,208
Government of Kerala,2016,11,467,28
Government of Kerala,2016,12,630,21
Government of Kerala,2017,1,462,13
Government of Kerala,2017,2,495,82
Government of Kerala,2017,3,619,172
Government of Kerala,2017,4,731,68
Government of Kerala,2017,5,990,213
Government of Kerala,2017,6,1046,13
Government of Kerala,2017,7,897,53
Government of Kerala,2017,8,854,67
Government of Kerala,2017,9,504,11
Government of Kerala,2017,10,560,1
Government of Kerala,2017,11,670,3
Government of Kerala,2017,12,499,9
Government of Kerala,2018,1,561,13
Government of Kerala,2018,2,505,2
Government of Kerala,2018,3,483,4
Government of Kerala,2018,4,519,1
Government of Kerala,2018,5,444,28
Government of Kerala,2018,6,552,32
Government of Kerala,2018,7,562,69
Government of Kerala,2018,8,587,75
Government of Kerala,2018,9,559,94
Government of Kerala,2018,10,521,64
Government of Kerala,2018,11,479,48
Government of Kerala,2018,12,403,40
Government of Kerala,2019,1,562,45
Government of Kerala,2019,2,698,444
Government of Kerala,2019,3,569,49
Government of Kerala,2019,4,319,53
Government of Kerala,2019,5,661,47
Government of Kerala,2019,6,688,49
Government of Kerala,2019,7,717,52
Government of Kerala,2019,8,518,62
Government of Kerala,2019,9,640,54
Government of Kerala,2019,10,920,434
Government of Kerala,2019,11,49,24
Government of Madhya Pradesh,2016,1,1076,12
Government of Madhya Pradesh,2016,2,1281,26
Government of Madhya Pradesh,2016,3,1542,41
Government of Madhya Pradesh,2016,4,1200,66
Government of Madhya Pradesh,2016,5,1308,19
Government of Madhya Pradesh,2016,6,1749,44
Government of Madhya Pradesh,2016,7,1545,49
Government of Madhya Pradesh,2016,8,1895,58
Government of Madhya Pradesh,2016,9,2114,62
Government of Madhya Pradesh,2016,10,1974,242
Government of Madhya Pradesh,2016,11,1777,293
Government of Madhya Pradesh,2016,12,2560,243
Government of Madhya Pradesh,2017,1,2218,262
Government of Madhya Pradesh,2017,2,2088,260
Government of Madhya Pradesh,2017,3,2381,379
Government of Madhya Pradesh,2017,4,2683,392
Government of Madhya Pradesh,2017,5,2529,167
Government of Madhya Pradesh,2017,6,2222,223
Government of Madhya Pradesh,2017,7,2021,111
Government of Madhya Pradesh,2017,8,2656,52
Government of Madhya Pradesh,2017,9,2518,205
Government of Madhya Pradesh,2017,10,2025,231
Government of Madhya Pradesh,2017,11,2096,165
Government of Madhya Pradesh,2017,12,2201,228
Government of Madhya Pradesh,2018,1,2185,258
Government of Madhya Pradesh,2018,2,1969,161
Government of Madhya Pradesh,2018,3,2394,184
Government of Madhya Pradesh,2018,4,2217,246
Government of Madhya Pradesh,2018,5,2962,557
Government of Madhya Pradesh,2018,6,2742,456
Government of Madhya Pradesh,2018,7,3478,497
Government of Madhya Pradesh,2018,8,2830,399
Government of Madhya Pradesh,2018,9,2837,211
Government of Madhya Pradesh,2018,10,2389,303
Government of Madhya Pradesh,2018,11,1611,317
Government of Madhya Pradesh,2018,12,1574,271
Government of Madhya Pradesh,2019,1,2008,464
Government of Madhya Pradesh,2019,2,2072,1165
Government of Madhya Pradesh,2019,3,2299,937
Government of Madhya Pradesh,2019,4,1455,354
Government of Madhya Pradesh,2019,5,1647,426
Government of Madhya Pradesh,2019,6,3192,440
Government of Madhya Pradesh,2019,7,4059,805
Government of Madhya Pradesh,2019,8,3065,556
Government of Madhya Pradesh,2019,9,4210,496
Government of Madhya Pradesh,2019,10,3345,560
Government of Madhya Pradesh,2019,11,171,30
Government of Maharashtra,2016,1,1503,1
Government of Maharashtra,2016,2,1831,26
Government of Maharashtra,2016,3,1972,46
Government of Maharashtra,2016,4,2029,130
Government of Maharashtra,2016,5,1955,218
Government of Maharashtra,2016,6,2655,332
Government of Maharashtra,2016,7,2212,201
Government of Maharashtra,2016,8,3147,193
Government of Maharashtra,2016,9,2819,198
Government of Maharashtra,2016,10,2448,448
Government of Maharashtra,2016,11,2583,456
Government of Maharashtra,2016,12,4830,541
Government of Maharashtra,2017,1,3397,326
Government of Maharashtra,2017,2,3126,780
Government of Maharashtra,2017,3,3791,792
Government of Maharashtra,2017,4,3851,1055
Government of Maharashtra,2017,5,3973,1372
Government of Maharashtra,2017,6,4120,1223
Government of Maharashtra,2017,7,3740,1569
Government of Maharashtra,2017,8,4310,1350
Government of Maharashtra,2017,9,3274,2105
Government of Maharashtra,2017,10,2443,1444
Government of Maharashtra,2017,11,2781,1747
Government of Maharashtra,2017,12,2322,828
Government of Maharashtra,2018,1,2553,2399
Government of Maharashtra,2018,2,2362,1702
Government of Maharashtra,2018,3,2732,2477
Government of Maharashtra,2018,4,2853,2361
Government of Maharashtra,2018,5,3218,2608
Government of Maharashtra,2018,6,2755,1769
Government of Maharashtra,2018,7,3730,2199
Government of Maharashtra,2018,8,3396,1996
Government of Maharashtra,2018,9,3607,1530
Government of Maharashtra,2018,10,3832,1978
Government of Maharashtra,2018,11,3074,1162
Government of Maharashtra,2018,12,3189,1593
Government of Maharashtra,2019,1,4276,1191
Government of Maharashtra,2019,2,4646,2000
Government of Maharashtra,2019,3,3745,944
Government of Maharashtra,2019,4,3242,803
Government of Maharashtra,2019,5,2980,811
Government of Maharashtra,2019,6,5020,714
Government of Maharashtra,2019,7,5500,1256
Government of Maharashtra,2019,8,4206,1566
Government of Maharashtra,2019,9,6789,889
Government of Maharashtra,2019,10,5450,675
Government of Maharashtra,2019,11,174,28
Government of Manipur,2016,3,20,1
Government of Manipur,2016,6,42,1
Government of Manipur,2016,7,39,1
Government of Manipur,2016,10,72,1
Government of Manipur,2017,2,36,1
Government of Manipur,2017,3,47,1
Government of Manipur,2017,5,37,1
Government of Manipur,2017,11,47,1
Government of Manipur,2017,12,25,1
Government of Manipur,2018,5,25,1
Government of Manipur,2018,6,24,4
Government of Manipur,2018,7,22,1
Government of Manipur,2018,8,11,1
Government of Manipur,2018,9,18,4
Government of Manipur,2018,11,15,2
Government of Manipur,2018,12,18,1
Government of Manipur,2019,1,19,1
Government of Manipur,2019,2,26,32
Government of Manipur,2019,3,15,2
Government of Manipur,2019,4,17,2
Government of Manipur,2019,5,13,3
Government of Manipur,2019,6,24,1
Government of Manipur,2019,7,29,1
Government of Manipur,2019,8,27,2
Government of Manipur,2019,9,39,1
Government of Manipur,2019,10,32,1
Government of Meghalaya,2016,3,10,3
Government of Meghalaya,2016,4,18,7
Government of Meghalaya,2016,5,25,5
Government of Meghalaya,2016,6,37,1
Government of Meghalaya,2016,7,27,1
Government of Meghalaya,2016,8,30,1
Government of Meghalaya,2016,11,32,1
Government of Meghalaya,2017,2,418,2
Government of Meghalaya,2017,4,34,2
Government of Meghalaya,2017,5,19,13
Government of Meghalaya,2017,6,23,5
Government of Meghalaya,2017,7,13,2
Government of Meghalaya,2017,10,25,2
Government of Meghalaya,2018,4,20,1
Government of Meghalaya,2018,5,25,3
Government of Meghalaya,2018,6,26,3
Government of Meghalaya,2018,7,25,6
Government of Meghalaya,2018,8,22,6
Government of Meghalaya,2018,9,19,12
Government of Meghalaya,2018,10,25,2
Government of Meghalaya,2018,11,11,2
Government of Meghalaya,2018,12,13,3
Government of Meghalaya,2019,1,13,5
Government of Meghalaya,2019,2,10,30
Government of Meghalaya,2019,3,27,3
Government of Meghalaya,2019,4,25,7
Government of Meghalaya,2019,5,18,19
Government of Meghalaya,2019,6,32,7
Government of Meghalaya,2019,7,35,8
Government of Meghalaya,2019,8,25,5
Government of Meghalaya,2019,9,47,1
Government of Meghalaya,2019,10,45,2
Government of Mizoram,2016,3,4,1
Government of Mizoram,2016,7,17,1
Government of Mizoram,2018,6,7,1
Government of Mizoram,2018,7,9,2
Government of Mizoram,2018,8,8,2
Government of Mizoram,2018,9,9,1
Government of Mizoram,2018,11,7,1
Government of Mizoram,2018,12,5,2
Government of Mizoram,2019,1,4,3
Government of Mizoram,2019,2,10,12
Government of Mizoram,2019,4,4,2
Government of Mizoram,2019,5,8,2
Government of Mizoram,2019,10,19,1
Government of Nagaland,2016,3,6,1
Government of Nagaland,2016,6,26,1
Government of Nagaland,2016,7,26,2
Government of Nagaland,2016,9,20,4
Government of Nagaland,2016,10,23,58
Government of Nagaland,2016,11,13,7
Government of Nagaland,2016,12,16,2
Government of Nagaland,2017,1,18,3
Government of Nagaland,2017,2,13,5
Government of Nagaland,2017,3,23,28
Government of Nagaland,2017,4,18,14
Government of Nagaland,2017,5,17,15
Government of Nagaland,2017,6,14,7
Government of Nagaland,2017,7,18,7
Government of Nagaland,2017,8,15,9
Government of Nagaland,2017,9,13,28
Government of Nagaland,2017,10,10,21
Government of Nagaland,2017,11,13,17
Government of Nagaland,2017,12,9,4
Government of Nagaland,2018,1,8,9
Government of Nagaland,2018,2,13,7
Government of Nagaland,2018,3,7,15
Government of Nagaland,2018,4,7,3
Government of Nagaland,2018,5,11,8
Government of Nagaland,2018,6,7,13
Government of Nagaland,2018,7,9,9
Government of Nagaland,2018,8,18,10
Government of Nagaland,2018,9,10,7
Government of Nagaland,2018,10,14,7
Government of Nagaland,2018,11,8,7
Government of Nagaland,2018,12,6,2
Government of Nagaland,2019,1,6,3
Government of Nagaland,2019,2,10,6
Government of Nagaland,2019,3,5,3
Government of Nagaland,2019,4,7,4
Government of Nagaland,2019,5,9,3
Government of Nagaland,2019,6,11,6
Government of Nagaland,2019,7,8,5
Government of Nagaland,2019,8,15,2
Government of Nagaland,2019,9,38,8
Government of Nagaland,2019,10,24,3
Government of Nagaland,2019,11,2,4
Government of NCT of Delhi,2016,1,1132,284
Government of NCT of Delhi,2016,2,1548,578
Government of NCT of Delhi,2016,3,1691,743
Government of NCT of Delhi,2016,4,1593,741
Government of NCT of Delhi,2016,5,1806,913
Government of NCT of Delhi,2016,6,1775,931
Government of NCT of Delhi,2016,7,1691,1799
Government of NCT of Delhi,2016,8,1855,799
Government of NCT of Delhi,2016,9,1876,272
Government of NCT of Delhi,2016,10,1617,215
Government of NCT of Delhi,2016,11,1466,266
Government of NCT of Delhi,2016,12,1778,507
Government of NCT of Delhi,2017,1,1560,372
Government of NCT of Delhi,2017,2,1597,982
Government of NCT of Delhi,2017,3,2051,560
Government of NCT of Delhi,2017,4,2042,388
Government of NCT of Delhi,2017,5,2389,2331
Government of NCT of Delhi,2017,6,2433,9644
Government of NCT of Delhi,2017,7,2328,2281
Government of NCT of Delhi,2017,8,2360,377
Government of NCT of Delhi,2017,9,2174,197
Government of NCT of Delhi,2017,10,1959,3736
Government of NCT of Delhi,2017,11,2121,128
Government of NCT of Delhi,2017,12,1794,137
Government of NCT of Delhi,2018,1,1504,2635
Government of NCT of Delhi,2018,2,1594,9191
Government of NCT of Delhi,2018,3,1862,200
Government of NCT of Delhi,2018,4,2041,345
Government of NCT of Delhi,2018,5,2535,5624
Government of NCT of Delhi,2018,6,2269,1354
Government of NCT of Delhi,2018,7,3260,2853
Government of NCT of Delhi,2018,8,3463,2793
Government of NCT of Delhi,2018,9,4825,1171
Government of NCT of Delhi,2018,10,3618,1630
Government of NCT of Delhi,2018,11,1763,6128
Government of NCT of Delhi,2018,12,1660,3246
Government of NCT of Delhi,2019,1,1734,1208
Government of NCT of Delhi,2019,2,1730,1142
Government of NCT of Delhi,2019,3,2530,975
Government of NCT of Delhi,2019,4,2286,4471
Government of NCT of Delhi,2019,5,2093,3555
Government of NCT of Delhi,2019,6,2401,273
Government of NCT of Delhi,2019,7,2995,2295
Government of NCT of Delhi,2019,8,2883,3219
Government of NCT of Delhi,2019,9,3151,1289
Government of NCT of Delhi,2019,10,3145,1797
Government of NCT of Delhi,2019,11,69,4
Government of Odisha,2016,2,441,5
Government of Odisha,2016,3,417,4
Government of Odisha,2016,4,361,3
Government of Odisha,2016,5,362,3
Government of Odisha,2016,6,536,9
Government of Odisha,2016,7,454,1
Government of Odisha,2016,8,948,2
Government of Odisha,2016,9,600,1
Government of Odisha,2016,10,539,2
Government of Odisha,2016,11,583,3
Government of Odisha,2016,12,745,3
Government of Odisha,2017,1,588,3
Government of Odisha,2017,2,538,4
Government of Odisha,2017,3,681,5
Government of Odisha,2017,4,870,1
Government of Odisha,2017,5,850,4
Government of Odisha,2017,6,718,22
Government of Odisha,2017,7,696,27
Government of Odisha,2017,8,684,49
Government of Odisha,2017,9,511,17
Government of Odisha,2017,10,492,26
Government of Odisha,2017,11,571,14
Government of Odisha,2017,12,420,13
Government of Odisha,2018,1,402,19
Government of Odisha,2018,2,358,6
Government of Odisha,2018,3,428,18
Government of Odisha,2018,4,493,17
Government of Odisha,2018,5,540,33
Government of Odisha,2018,6,720,55
Government of Odisha,2018,7,616,137
Government of Odisha,2018,8,530,77
Government of Odisha,2018,9,527,38
Government of Odisha,2018,10,586,60
Government of Odisha,2018,11,433,53
Government of Odisha,2018,12,389,48
Government of Odisha,2019,1,493,65
Government of Odisha,2019,2,532,736
Government of Odisha,2019,3,562,47
Government of Odisha,2019,4,401,55
Government of Odisha,2019,5,417,62
Government of Odisha,2019,6,622,80
Government of Odisha,2019,7,840,145
Government of Odisha,2019,8,672,77
Government of Odisha,2019,9,848,189
Government of Odisha,2019,10,719,59
Government of Odisha,2019,11,33,12
Government of Puducherry,2016,1,22,2
Government of Puducherry,2016,2,54,33
Government of Puducherry,2016,3,43,20
Government of Puducherry,2016,4,43,24
Government of Puducherry,2016,5,35,46
Government of Puducherry,2016,6,42,37
Government of Puducherry,2016,7,38,21
Government of Puducherry,2016,8,48,22
Government of Puducherry,2016,9,61,11
Government of Puducherry,2016,10,42,46
Government of Puducherry,2016,11,51,35
Government of Puducherry,2016,12,62,16
Government of Puducherry,2017,1,39,41
Government of Puducherry,2017,2,48,54
Government of Puducherry,2017,3,67,210
Government of Puducherry,2017,4,49,105
Government of Puducherry,2017,5,45,28
Government of Puducherry,2017,6,60,34
Government of Puducherry,2017,7,52,39
Government of Puducherry,2017,8,44,38
Government of Puducherry,2017,9,45,26
Government of Puducherry,2017,10,64,43
Government of Puducherry,2017,11,42,131
Government of Puducherry,2017,12,46,23
Government of Puducherry,2018,1,39,31
Government of Puducherry,2018,2,70,59
Government of Puducherry,2018,3,73,30
Government of Puducherry,2018,4,41,46
Government of Puducherry,2018,5,68,45
Government of Puducherry,2018,6,52,33
Government of Puducherry,2018,7,54,42
Government of Puducherry,2018,8,71,28
Government of Puducherry,2018,9,48,30
Government of Puducherry,2018,10,61,43
Government of Puducherry,2018,11,47,34
Government of Puducherry,2018,12,77,88
Government of Puducherry,2019,1,69,51
Government of Puducherry,2019,2,93,60
Government of Puducherry,2019,3,41,39
Government of Puducherry,2019,4,35,44
Government of Puducherry,2019,5,52,11
Government of Puducherry,2019,6,88,11
Government of Puducherry,2019,7,76,38
Government of Puducherry,2019,8,71,30
Government of Puducherry,2019,9,103,34
Government of Puducherry,2019,10,107,86
Government of Punjab,2016,1,314,10
Government of Punjab,2016,2,478,162
Government of Punjab,2016,3,478,185
Government of Punjab,2016,4,472,331
Government of Punjab,2016,5,560,301
Government of Punjab,2016,6,642,274
Government of Punjab,2016,7,572,207
Government of Punjab,2016,8,690,209
Government of Punjab,2016,9,697,463
Government of Punjab,2016,10,597,75
Government of Punjab,2016,11,616,34
Government of Punjab,2016,12,873,62
Government of Punjab,2017,1,707,171
Government of Punjab,2017,2,661,85
Government of Punjab,2017,3,687,77
Government of Punjab,2017,4,801,199
Government of Punjab,2017,5,856,3156
Government of Punjab,2017,6,789,604
Government of Punjab,2017,7,832,568
Government of Punjab,2017,8,818,464
Government of Punjab,2017,9,798,400
Government of Punjab,2017,10,710,293
Government of Punjab,2017,11,750,260
Government of Punjab,2017,12,584,342
Government of Punjab,2018,1,702,363
Government of Punjab,2018,2,694,295
Government of Punjab,2018,3,764,290
Government of Punjab,2018,4,713,266
Government of Punjab,2018,5,943,586
Government of Punjab,2018,6,703,629
Government of Punjab,2018,7,1104,689
Government of Punjab,2018,8,938,458
Government of Punjab,2018,9,812,469
Government of Punjab,2018,10,938,417
Government of Punjab,2018,11,804,251
Government of Punjab,2018,12,808,364
Government of Punjab,2019,1,629,641
Government of Punjab,2019,2,817,783
Government of Punjab,2019,3,972,393
Government of Punjab,2019,4,983,587
Government of Punjab,2019,5,705,473
Government of Punjab,2019,6,1237,133
Government of Punjab,2019,7,1377,1965
Government of Punjab,2019,8,1074,777
Government of Punjab,2019,9,1752,1802
Government of Punjab,2019,10,1172,500
Government of Rajasthan,2016,1,1197,3
Government of Rajasthan,2016,3,1710,1
Government of Rajasthan,2016,4,1620,2
Government of Rajasthan,2016,5,1736,5
Government of Rajasthan,2016,6,2540,4
Government of Rajasthan,2016,7,2032,2
Government of Rajasthan,2016,8,2197,5
Government of Rajasthan,2016,9,2401,2
Government of Rajasthan,2016,10,2126,5
Government of Rajasthan,2016,11,1905,3
Government of Rajasthan,2016,12,2999,9
Government of Rajasthan,2017,1,2513,3
Government of Rajasthan,2017,2,2509,10
Government of Rajasthan,2017,3,3193,85
Government of Rajasthan,2017,4,3430,55
Government of Rajasthan,2017,5,3359,74
Government of Rajasthan,2017,6,2726,33
Government of Rajasthan,2017,7,2829,48
Government of Rajasthan,2017,8,2983,228
Government of Rajasthan,2017,9,2999,39
Government of Rajasthan,2017,10,2444,59
Government of Rajasthan,2017,11,2476,77
Government of Rajasthan,2017,12,2614,54
Government of Rajasthan,2018,1,2812,74
Government of Rajasthan,2018,2,2678,34
Government of Rajasthan,2018,3,2959,70
Government of Rajasthan,2018,4,2516,75
Government of Rajasthan,2018,5,3379,98
Government of Rajasthan,2018,6,3107,100
Government of Rajasthan,2018,7,3869,253
Government of Rajasthan,2018,8,3233,142
Government of Rajasthan,2018,9,3161,77
Government of Rajasthan,2018,10,2893,104
Government of Rajasthan,2018,11,1626,78
Government of Rajasthan,2018,12,1858,116
Government of Rajasthan,2019,1,2055,764
Government of Rajasthan,2019,2,2219,4332
Government of Rajasthan,2019,3,2017,198
Government of Rajasthan,2019,4,1780,2346
Government of Rajasthan,2019,5,2008,1625
Government of Rajasthan,2019,6,3744,2006
Government of Rajasthan,2019,7,3982,2592
Government of Rajasthan,2019,8,3060,2097
Government of Rajasthan,2019,9,4430,2065
Government of Rajasthan,2019,10,3519,2729
Government of Rajasthan,2019,11,109,189
Government of Sikkim,2016,7,17,1
Government of Sikkim,2017,11,13,1
Government of Sikkim,2018,5,13,2
Government of Sikkim,2018,7,12,1
Government of Sikkim,2018,8,15,5
Government of Sikkim,2018,9,9,3
Government of Sikkim,2018,10,13,1
Government of Sikkim,2018,12,11,1
Government of Sikkim,2019,2,8,20
Government of Sikkim,2019,3,3,2
Government of Sikkim,2019,6,18,1
Government of Tamil Nadu,2016,1,718,104
Government of Tamil Nadu,2016,2,811,265
Government of Tamil Nadu,2016,3,731,328
Government of Tamil Nadu,2016,4,685,279
Government of Tamil Nadu,2016,5,700,326
Government of Tamil Nadu,2016,6,939,1090
Government of Tamil Nadu,2016,7,852,425
Government of Tamil Nadu,2016,8,897,444
Government of Tamil Nadu,2016,9,888,768
Government of Tamil Nadu,2016,10,687,396
Government of Tamil Nadu,2016,11,966,1168
Government of Tamil Nadu,2016,12,1834,416
Government of Tamil Nadu,2017,1,1391,664
Government of Tamil Nadu,2017,2,1146,850
Government of Tamil Nadu,2017,3,1260,1131
Government of Tamil Nadu,2017,4,1130,647
Government of Tamil Nadu,2017,5,1314,1200
Government of Tamil Nadu,2017,6,1163,798
Government of Tamil Nadu,2017,7,1311,812
Government of Tamil Nadu,2017,8,1304,801
Government of Tamil Nadu,2017,9,1012,414
Government of Tamil Nadu,2017,10,887,444
Government of Tamil Nadu,2017,11,1171,748
Government of Tamil Nadu,2017,12,981,496
Government of Tamil Nadu,2018,1,895,607
Government of Tamil Nadu,2018,2,918,595
Government of Tamil Nadu,2018,3,926,577
Government of Tamil Nadu,2018,4,1174,603
Government of Tamil Nadu,2018,5,1442,582
Government of Tamil Nadu,2018,6,1172,443
Government of Tamil Nadu,2018,7,1738,677
Government of Tamil Nadu,2018,8,1282,623
Government of Tamil Nadu,2018,9,1235,658
Government of Tamil Nadu,2018,10,1488,624
Government of Tamil Nadu,2018,11,1000,843
Government of Tamil Nadu,2018,12,1221,678
Government of Tamil Nadu,2019,1,1355,881
Government of Tamil Nadu,2019,2,1271,774
Government of Tamil Nadu,2019,3,1703,399
Government of Tamil Nadu,2019,4,997,305
Government of Tamil Nadu,2019,5,861,461
Government of Tamil Nadu,2019,6,1676,1274
Government of Tamil Nadu,2019,7,1834,1058
Government of Tamil Nadu,2019,8,1553,590
Government of Tamil Nadu,2019,9,1737,1117
Government of Tamil Nadu,2019,10,1816,1975
Government of Tamil Nadu,2019,11,59,44
Government of Telangana,2016,2,312,1
Government of Telangana,2016,3,355,1
Government of Telangana,2016,4,372,1
Government of Telangana,2016,5,360,1
Government of Telangana,2016,7,347,1
Government of Telangana,2016,8,431,1
Government of Telangana,2016,9,388,2
Government of Telangana,2016,11,430,1
Government of Telangana,2016,12,637,1
Government of Telangana,2017,5,494,144
Government of Telangana,2017,6,564,403
Government of Telangana,2017,7,509,453
Government of Telangana,2017,8,564,384
Government of Telangana,2017,9,429,282
Government of Telangana,2017,10,451,515
Government of Telangana,2017,11,500,413
Government of Telangana,2017,12,362,351
Government of Telangana,2018,1,390,466
Government of Telangana,2018,2,378,436
Government of Telangana,2018,3,417,346
Government of Telangana,2018,4,390,398
Government of Telangana,2018,5,592,489
Government of Telangana,2018,6,474,499
Government of Telangana,2018,7,846,666
Government of Telangana,2018,8,556,979
Government of Telangana,2018,9,459,855
Government of Telangana,2018,10,619,572
Government of Telangana,2018,11,660,353
Government of Telangana,2018,12,549,403
Government of Telangana,2019,1,670,475
Government of Telangana,2019,2,582,547
Government of Telangana,2019,3,911,1447
Government of Telangana,2019,4,570,1160
Government of Telangana,2019,5,680,2861
Government of Telangana,2019,6,824,1049
Government of Telangana,2019,7,867,1125
Government of Telangana,2019,8,595,1748
Government of Telangana,2019,9,711,383
Government of Telangana,2019,10,546,435
Government of Telangana,2019,11,35,25
Government of Tripura,2016,2,16,1
Government of Tripura,2016,3,31,11
Government of Tripura,2016,4,18,1
Government of Tripura,2016,6,54,4
Government of Tripura,2016,7,56,6
Government of Tripura,2016,8,61,8
Government of Tripura,2016,10,42,4
Government of Tripura,2016,11,43,4
Government of Tripura,2016,12,78,3
Government of Tripura,2017,1,69,1
Government of Tripura,2017,2,60,1
Government of Tripura,2017,3,68,11
Government of Tripura,2017,4,62,3
Government of Tripura,2017,5,74,1
Government of Tripura,2017,6,77,24
Government of Tripura,2017,7,69,8
Government of Tripura,2017,8,71,2
Government of Tripura,2017,9,51,16
Government of Tripura,2017,10,54,18
Government of Tripura,2017,11,47,1
